9834;2239;1123
9835;2539;813
9836;2806;623
9837;2982;528
9838;3236;522
9839;3462;543
9840;3550;655
9841;3571;883
9842;3539;1135
9843;3379;1338
9844;3175;1619
9845;2993;2012
9846;2627;2333
9847;2328;2567
9848;1990;2946
9849;1605;3208
9850;1198;3432
9851;950;3619
9852;735;3702
9853;557;3692
9854;506;3591
9855;498;3380
9856;618;3133
9857;827;2805
9858;1103;2371
9859;1430;1919
9860;1830;1504
9861;2133;1153
9862;2495;848
9863;2853;663
9864;3135;545
9865;3380;529
9866;3498;605
9867;3554;793
9868;3550;987
9869;3466;1142
9870;3347;1451
9871;3124;1799
9872;2829;2060
9873;2460;2382
9874;2080;2783
9875;1861;3135
9876;1516;3425
9877;1137;3607
9878;820;3703
9879;621;3761
9880;506;3701
9881;486;3550
9882;590;3275
9883;782;2916
9884;1042;2523
9885;1283;2051
9886;1668;1658
9887;2162;1341
9888;2615;997
9889;2944;677
9890;3197;533
9891;3407;534
9892;3516;608
9893;3530;802
9894;3415;1063
9895;3248;1405
9896;2949;1791
9897;2493;2094
9898;2145;2525
9899;1740;2980
9900;1366;3278
9901;1080;3530
9902;785;3685
9903;575;3724
9904;481;3670
9905;483;3492
9906;583;3232
9907;849;2923
9908;1221;2518
9909;1605;2101
9910;2028;1458
9911;2409;1055
9912;2705;767
9913;3022;597
9914;3245;550
9915;3395;569
9916;3461;685
9917;3387;879
9918;3213;1231
9919;2938;1693
9920;2574;2032
9921;2143;2446
9922;1760;2873
9923;1407;3267
9924;1071;3539
9925;883;3714
9926;627;3781
9927;464;3775
9928;454;3652
9929;526;3360
9930;725;3005
9931;997;2596
9932;1334;2137
9933;1789;1680
9934;2211;1285
9935;2609;884
9936;2947;650
9937;3187;552
9938;3357;575
9939;3429;690
9940;3412;877
9941;3253;1139
9942;2989;1522
9943;2670;1947
9944;2338;2397
9945;1984;2792
9946;1593;3121
9947;1243;3394
9948;978;3626
9949;650;3744
9950;511;3770
9951;462;3681
9952;532;3425
9953;715;3082
9954;1033;2707
9955;1428;2294
9956;1847;1749
9957;2303;1291
9958;2709;917
9959;3063;657
9960;3279;555
9961;3470;566
9962;3531;681
9963;3478;918
9964;3293;1303
9965;2984;1641
9966;2701;2064
9967;2288;2513
9968;1852;2840
9969;1465;3204
9970;1199;3505
9971;925;3673
9972;582;3740
9973;475;3732
9974;537;3505
9975;772;3125
9976;1161;2651
9977;1581;2066
9978;2104;1489
9979;2596;1046
9980;3008;716
9981;3337;552
9982;3494;587
9983;3518;761
9984;3381;1050
9985;3125;1470
9986;2779;1947
9987;2306;2357
9988;1797;2776
9989;1349;3188
9990;987;3491
9991;668;3631
9992;490;3627
9993;507;3455
9994;752;3062
9995;1148;2554
9996;1648;1998
9997;2164;1360
9998;2693;911
9999;3162;623
10000;3411;520
